ID,gender,ever_married,age,graduated,profession,work_experience,spending_score,family_size,product_category,customer_segment
463768,female,yes,38,no,engineer,1.0,low,1,electric,sedan
465636,male,no,29,yes,healthcare,3.0,low,3,electric,suv
467639,male,yes,50,yes,entertainment,0.0,average,4,sports,truck
464760,female,yes,52,no,engineer,6.0,average,4,electric,truck
462024,male,no,33,yes,entertainment,1.0,low,8,electric,hatchback
464730,male,yes,36,no,executive,1.0,high,6,electric,suv
465823,male,yes,65,no,entertainment,7.0,average,4,electric,suv
465546,female,no,25,no,marketing,1.0,low,9,hybrid,suv
460460,male,yes,27,no,entertainment,4.0,low,4,luxury,truck
467202,male,yes,22,no,doctor,1.0,low,4,sports,sedan
467184,male,yes,51,no,engineer,0.0,average,3,sports,suv
465327,female,no,42,yes,entertainment,1.0,low,1,sports,suv
466072,female,no,23,no,healthcare,1.0,low,3,luxury,suv
466086,male,yes,80,yes,lawyer,0.0,high,2,sports,hatchback
459343,female,yes,40,yes,entertainment,12.0,low,6,sports,sedan
459224,female,yes,48,yes,artist,0.0,average,2,sports,hatchback
465473,female,no,55,yes,artist,3.0,low,1,sports,sedan
466887,male,yes,36,yes,entertainment,1.0,low,3,luxury,sedan
463682,male,yes,41,yes,artist,12.0,average,2,sports,truck
460963,female,no,32,yes,artist,0.0,low,3,sports,truck
467033,male,yes,37,yes,entertainment,8.0,average,2,mid-range,suv
463883,male,no,30,no,healthcare,0.0,low,2,electric,truck
466716,female,yes,79,yes,lawyer,1.0,low,1,sports,hatchback
464251,male,yes,65,yes,artist,0.0,average,4,mid-range,truck
463843,male,yes,49,yes,executive,0.0,high,4,sports,sedan
461476,male,yes,53,yes,artist,1.0,average,4,mid-range,hatchback
467787,male,no,20,no,healthcare,8.0,low,5,sports,suv
463130,female,yes,78,no,lawyer,1.0,high,2,sports,truck
467722,male,no,32,yes,doctor,6.0,low,5,sports,suv
465241,male,no,23,no,healthcare,3.0,low,2,electric,suv
460345,female,yes,40,yes,artist,1.0,average,2,sports,hatchback
463512,female,no,30,no,engineer,0.0,low,3,sports,truck
466255,male,yes,45,yes,entertainment,0.0,low,4,mid-range,hatchback
463449,male,yes,25,no,healthcare,1.0,average,2,sports,suv
459276,female,no,20,no,healthcare,0.0,low,4,sports,suv
463644,female,no,27,yes,healthcare,1.0,low,3,commercial,suv
466253,male,no,19,no,healthcare,0.0,low,3,mid-range,suv
461717,female,no,26,yes,healthcare,0.0,low,4,mid-range,sedan
462733,male,yes,55,no,artist,0.0,average,2,sports,hatchback
466146,female,yes,41,no,engineer,8.0,average,3,sports,hatchback
461866,male,no,25,no,healthcare,0.0,low,4,sports,suv
459876,female,yes,67,yes,artist,1.0,average,2,sports,truck
461869,male,yes,87,yes,lawyer,0.0,low,1,sports,truck
461228,male,yes,26,no,doctor,9.0,low,6,sports,suv
462962,female,yes,37,yes,artist,4.0,low,1,luxury,sedan
465869,male,no,42,yes,doctor,1.0,low,1,sports,sedan
464181,female,no,31,yes,healthcare,6.0,low,4,mid-range,suv
459740,female,no,20,no,healthcare,0.0,low,3,sports,suv
462774,female,yes,88,yes,lawyer,0.0,low,1,sports,suv
464567,male,no,33,yes,healthcare,8.0,low,4,mid-range,suv
459271,female,no,55,yes,artist,1.0,low,1,sports,sedan
460990,male,no,22,no,healthcare,1.0,low,3,sports,suv
463802,female,no,39,yes,engineer,1.0,low,3,sports,truck
466672,male,yes,62,yes,artist,0.0,low,3,sports,hatchback
462919,female,yes,37,no,homemaker,13.0,average,3,sports,sedan
463153,female,no,26,yes,homemaker,9.0,low,1,mid-range,suv
460464,male,no,27,yes,artist,9.0,low,2,luxury,suv
461375,male,no,29,yes,healthcare,1.0,low,4,mid-range,suv
467956,female,no,31,yes,entertainment,1.0,low,1,sports,truck
467024,male,yes,40,yes,entertainment,9.0,average,5,sports,truck
461146,male,yes,56,yes,entertainment,0.0,low,2,luxury,hatchback
462388,female,yes,45,yes,artist,1.0,high,5,sports,hatchback
460355,female,no,40,yes,entertainment,5.0,low,1,luxury,sedan
461854,male,no,30,yes,healthcare,9.0,low,3,sports,suv
458985,male,no,23,no,healthcare,1.0,low,4,sports,suv
466356,male,yes,46,yes,artist,0.0,low,2,sports,hatchback
460078,female,yes,39,yes,healthcare,8.0,high,2,economy,suv
464969,female,yes,65,no,lawyer,0.0,high,9,electric,sedan
461769,male,no,40,yes,artist,0.0,low,1,sports,truck
463548,female,no,18,no,healthcare,3.0,low,4,electric,suv
467116,male,yes,73,yes,executive,1.0,high,2,sports,truck
461577,female,yes,50,yes,artist,1.0,average,3,sports,hatchback
460740,male,yes,38,yes,artist,4.0,average,3,sports,truck
466844,male,no,18,no,healthcare,0.0,low,5,sports,suv
460150,male,no,19,no,healthcare,0.0,low,4,electric,suv
463242,female,no,26,no,engineer,5.0,low,2,sports,sedan
466833,male,yes,58,yes,artist,7.0,low,2,sports,truck
460371,female,no,28,yes,artist,1.0,low,2,sports,hatchback
465180,female,yes,53,yes,artist,1.0,average,2,commercial,hatchback
461279,male,no,18,no,doctor,4.0,low,2,sports,sedan
459109,male,yes,49,yes,entertainment,7.0,average,4,sports,hatchback
467519,male,no,19,no,healthcare,0.0,low,3,sports,suv
461398,male,no,20,no,doctor,0.0,low,4,sports,suv
467188,male,yes,55,yes,artist,2.0,low,2,sports,truck
459318,female,no,32,yes,engineer,0.0,low,3,sports,suv
461823,male,no,27,no,healthcare,10.0,low,4,sports,hatchback
459732,male,yes,72,yes,executive,1.0,high,5,sports,sedan
461317,female,no,59,yes,artist,1.0,low,1,sports,hatchback
461459,female,yes,35,yes,artist,0.0,low,3,sports,sedan
460429,female,no,32,yes,engineer,9.0,low,1,sports,sedan
464577,female,yes,28,yes,healthcare,10.0,high,2,sports,suv
466552,male,yes,19,no,entertainment,1.0,low,2,sports,sedan
461231,male,yes,52,yes,artist,2.0,high,1,electric,suv
463650,male,no,29,no,doctor,1.0,low,3,sports,suv
462674,female,yes,51,yes,homemaker,12.0,average,4,luxury,truck
465275,male,no,27,yes,healthcare,1.0,low,5,sports,suv
465684,female,no,47,yes,entertainment,0.0,low,1,luxury,sedan
465492,male,yes,61,no,entertainment,1.0,low,1,mid-range,sedan
464510,female,yes,75,no,lawyer,0.0,high,2,sports,suv
463588,male,no,19,no,healthcare,1.0,low,1,sports,suv
466341,male,yes,48,yes,artist,0.0,average,2,hybrid,hatchback
459397,male,yes,59,yes,artist,3.0,average,2,sports,truck
460888,male,yes,42,no,homemaker,8.0,low,1,sports,sedan
460272,female,no,86,yes,lawyer,1.0,low,1,sports,sedan
460612,male,no,33,yes,entertainment,9.0,low,4,luxury,hatchback
462227,male,yes,49,no,executive,3.0,high,5,commercial,truck
467892,male,no,23,no,doctor,1.0,low,5,sports,suv
461012,male,no,35,no,doctor,1.0,low,3,luxury,suv
463003,male,yes,37,yes,artist,2.0,average,2,sports,hatchback
467592,male,yes,43,yes,entertainment,7.0,low,2,sports,sedan
462366,male,yes,50,no,engineer,1.0,low,2,sports,suv
465908,female,no,50,no,engineer,1.0,low,1,sports,sedan
463400,female,no,20,no,healthcare,8.0,low,3,economy,suv
467075,female,yes,31,no,homemaker,9.0,average,2,sports,sedan
462087,female,no,31,yes,healthcare,9.0,low,3,mid-range,sedan
462522,male,yes,41,no,executive,1.0,average,5,electric,truck
459615,male,yes,84,no,lawyer,1.0,low,1,sports,sedan
467794,female,no,23,no,healthcare,0.0,low,4,luxury,suv
461040,female,yes,69,no,lawyer,0.0,low,1,luxury,suv
466443,female,yes,68,yes,artist,4.0,low,2,sports,truck
463975,female,no,30,no,healthcare,8.0,low,4,electric,truck
464063,female,no,26,yes,doctor,1.0,low,1,sports,suv
461326,female,no,36,yes,artist,1.0,low,1,sports,hatchback
467196,male,no,18,no,entertainment,0.0,low,5,sports,hatchback
461633,male,no,30,yes,healthcare,8.0,low,4,commercial,suv
462045,female,no,46,yes,artist,9.0,low,1,sports,truck
466289,male,no,19,no,healthcare,2.0,low,5,mid-range,suv
463562,male,no,33,yes,entertainment,0.0,low,4,sports,hatchback
460089,female,yes,65,yes,artist,13.0,low,1,sports,truck
459336,male,yes,26,yes,artist,6.0,average,2,sports,sedan
467350,female,no,30,yes,homemaker,6.0,low,1,sports,suv
463565,female,no,33,yes,entertainment,1.0,low,4,sports,suv
463905,female,yes,27,yes,engineer,0.0,average,4,commercial,sedan
467269,male,yes,65,yes,artist,0.0,average,2,sports,hatchback
464934,male,yes,77,no,lawyer,1.0,low,2,electric,suv
463923,female,no,20,no,engineer,0.0,low,4,sports,suv
465445,female,no,27,yes,homemaker,6.0,low,7,sports,truck
463661,female,yes,51,yes,doctor,1.0,average,4,sports,truck
459370,male,no,18,no,healthcare,13.0,low,4,sports,suv
466019,female,yes,63,yes,artist,5.0,low,1,luxury,hatchback
467107,male,yes,36,yes,engineer,1.0,average,3,electric,truck
461683,male,yes,43,yes,executive,1.0,high,4,sports,truck
459053,male,yes,46,yes,executive,0.0,high,4,sports,hatchback
466894,male,no,51,yes,artist,0.0,low,3,sports,truck
460005,male,no,43,yes,engineer,0.0,low,1,sports,sedan
467969,female,yes,43,yes,artist,0.0,average,2,sports,hatchback
463120,female,no,37,yes,entertainment,1.0,low,1,sports,sedan
466106,female,yes,63,no,artist,0.0,average,5,sports,hatchback
461976,female,yes,37,yes,entertainment,5.0,average,2,luxury,truck
460885,male,yes,53,no,artist,8.0,average,3,sports,truck
463692,female,yes,26,yes,healthcare,6.0,high,7,mid-range,suv
467674,male,yes,40,yes,artist,0.0,average,2,sports,hatchback
465982,male,yes,41,yes,entertainment,0.0,average,4,sports,truck
464349,male,yes,66,yes,artist,2.0,low,1,sports,hatchback
463881,female,yes,37,no,engineer,0.0,average,5,mid-range,truck
462247,female,yes,42,no,artist,1.0,high,4,sports,truck
463886,female,no,38,yes,artist,1.0,low,2,sports,hatchback
460304,female,no,53,no,lawyer,1.0,low,1,sports,suv
466458,male,no,33,no,executive,5.0,low,2,sports,sedan
462449,male,no,19,no,healthcare,1.0,low,3,sports,suv
467558,male,yes,50,yes,doctor,0.0,average,8,sports,hatchback
467247,female,no,26,no,engineer,0.0,low,2,sports,suv
461663,male,no,20,no,healthcare,1.0,low,3,sports,suv
459571,female,yes,53,yes,executive,0.0,high,4,sports,hatchback
459385,female,yes,41,yes,artist,0.0,average,2,commercial,hatchback
466191,male,yes,48,yes,executive,0.0,high,3,mid-range,hatchback
465062,male,yes,56,no,executive,0.0,high,4,sports,truck
467108,female,no,66,yes,artist,0.0,low,1,sports,suv
466957,male,yes,35,no,entertainment,8.0,average,4,sports,sedan
463298,male,yes,50,no,entertainment,0.0,low,2,sports,sedan
461155,female,yes,51,yes,artist,3.0,low,2,luxury,truck
466650,female,no,30,no,healthcare,8.0,low,3,electric,suv
464633,male,no,30,no,executive,1.0,low,4,electric,suv
464469,female,no,50,yes,artist,9.0,low,1,sports,truck
465319,male,no,19,no,healthcare,0.0,low,5,sports,suv
462041,female,no,22,no,doctor,0.0,low,2,electric,suv
459539,female,no,35,yes,healthcare,9.0,low,1,sports,suv
466158,female,yes,47,yes,engineer,0.0,low,4,sports,truck
460430,male,no,32,no,doctor,12.0,low,4,sports,suv
461953,male,yes,33,no,healthcare,11.0,high,2,sports,suv
467546,female,no,28,no,healthcare,1.0,low,4,sports,truck
459667,female,yes,50,yes,healthcare,1.0,high,6,hybrid,hatchback
461373,male,no,53,yes,artist,1.0,low,1,sports,truck
464587,female,yes,49,yes,artist,1.0,low,2,luxury,sedan
467811,male,yes,72,yes,lawyer,1.0,low,1,sports,suv
464333,male,yes,60,yes,executive,0.0,high,3,sports,truck
466978,male,no,48,yes,artist,4.0,low,1,sports,hatchback
461705,female,no,32,no,healthcare,1.0,low,4,sports,suv
461161,male,no,48,yes,entertainment,1.0,low,2,luxury,sedan
467860,female,no,33,yes,entertainment,0.0,low,1,commercial,truck
462409,female,yes,26,no,engineer,7.0,low,2,sports,sedan
461093,female,yes,38,yes,artist,1.0,average,4,luxury,hatchback
466350,female,yes,56,yes,artist,0.0,low,1,electric,hatchback
460512,female,yes,43,yes,engineer,0.0,high,4,luxury,sedan
462320,female,yes,51,yes,artist,0.0,average,2,mid-range,hatchback
465355,female,yes,47,yes,artist,7.0,average,2,sports,hatchback
462877,male,no,28,yes,artist,1.0,low,3,electric,suv
466259,male,no,20,no,healthcare,1.0,low,2,sports,suv
462424,female,yes,38,no,artist,0.0,low,3,sports,hatchback
459028,male,yes,57,yes,executive,1.0,high,3,sports,hatchback
463708,female,yes,28,no,engineer,1.0,average,2,electric,sedan
461405,male,no,39,yes,artist,1.0,low,1,sports,truck
466656,male,yes,89,yes,marketing,1.0,high,2,sports,hatchback
464409,female,yes,81,yes,lawyer,0.0,average,2,sports,sedan
463754,male,no,33,yes,entertainment,1.0,low,4,mid-range,suv
464628,male,yes,32,yes,artist,5.0,average,2,luxury,sedan
466754,female,yes,41,yes,artist,1.0,average,3,sports,truck
465023,male,yes,43,yes,artist,9.0,average,2,mid-range,hatchback
466954,female,yes,68,no,doctor,8.0,average,2,sports,hatchback
460274,female,yes,58,yes,artist,7.0,low,2,sports,hatchback
466507,male,yes,51,yes,entertainment,1.0,average,5,sports,truck
462281,male,yes,47,yes,artist,0.0,low,2,sports,hatchback
462930,female,yes,55,yes,homemaker,13.0,average,3,hybrid,truck
465125,female,no,39,yes,artist,9.0,low,1,sports,sedan
464127,female,no,33,yes,healthcare,1.0,low,5,mid-range,truck
462164,female,yes,62,yes,artist,9.0,low,1,sports,truck
463949,male,yes,51,no,executive,0.0,high,4,commercial,truck
460380,male,no,29,yes,entertainment,8.0,low,3,sports,suv
461324,female,no,48,yes,artist,4.0,low,1,sports,hatchback
463482,male,no,41,no,engineer,9.0,low,7,electric,hatchback
465723,male,no,42,yes,healthcare,9.0,low,1,luxury,suv
467948,female,no,20,no,healthcare,0.0,low,3,sports,suv
464473,female,yes,60,yes,artist,0.0,average,4,sports,hatchback
467325,female,yes,72,yes,lawyer,1.0,high,2,sports,truck
462017,male,no,25,yes,entertainment,9.0,low,1,mid-range,sedan
463152,female,yes,57,yes,doctor,1.0,average,4,sports,hatchback
462174,female,yes,40,yes,engineer,8.0,average,4,electric,suv
461511,male,yes,35,no,doctor,9.0,low,2,sports,truck
464095,female,yes,31,yes,engineer,1.0,low,2,sports,sedan
460096,female,yes,78,no,lawyer,1.0,low,1,hybrid,sedan
462129,female,no,41,yes,artist,9.0,low,1,sports,truck
464111,male,yes,57,yes,artist,0.0,average,3,mid-range,suv
463699,female,yes,41,yes,marketing,9.0,low,3,sports,truck
466307,male,yes,49,yes,artist,1.0,low,2,sports,hatchback
459980,male,no,40,no,engineer,1.0,low,2,sports,sedan
467115,male,yes,89,yes,lawyer,0.0,low,2,sports,truck
464261,male,yes,61,yes,executive,0.0,high,2,sports,hatchback
462098,female,yes,38,no,entertainment,3.0,average,3,sports,truck
460002,female,yes,58,yes,doctor,5.0,average,3,mid-range,suv
467322,female,yes,46,yes,artist,0.0,average,2,economy,hatchback
466633,male,yes,39,yes,entertainment,6.0,average,2,sports,hatchback
460966,female,yes,58,yes,engineer,1.0,average,4,sports,truck
461084,female,yes,38,yes,artist,8.0,average,2,sports,truck
461165,male,yes,28,no,artist,1.0,average,2,luxury,sedan
461454,female,yes,35,yes,artist,7.0,high,4,commercial,truck
459284,female,yes,70,yes,lawyer,1.0,high,2,sports,hatchback
461116,male,yes,30,no,executive,4.0,high,4,luxury,suv
462362,male,yes,63,yes,entertainment,0.0,average,4,sports,truck
464325,male,yes,27,yes,healthcare,4.0,high,3,sports,truck
460063,female,no,43,yes,artist,1.0,low,1,luxury,sedan
460727,male,yes,69,no,executive,0.0,high,4,luxury,truck
463317,male,yes,72,yes,marketing,0.0,low,1,sports,sedan
459320,male,yes,26,yes,executive,0.0,low,3,sports,suv
464457,female,no,53,yes,artist,9.0,low,1,sports,truck
463702,male,yes,49,yes,artist,1.0,average,4,sports,truck
463890,female,no,28,no,artist,1.0,low,5,economy,sedan
467420,male,yes,52,yes,executive,1.0,high,4,sports,hatchback
466878,male,yes,38,no,artist,8.0,high,5,sports,sedan
462660,female,yes,27,no,homemaker,9.0,average,2,sports,sedan
466691,male,no,18,no,healthcare,5.0,low,4,mid-range,suv
463182,male,yes,59,yes,entertainment,1.0,low,3,sports,truck
463321,male,no,22,no,healthcare,1.0,low,3,economy,suv
462532,male,no,32,yes,doctor,0.0,low,4,mid-range,suv
464588,female,yes,35,yes,artist,0.0,low,2,sports,truck
467436,male,yes,51,yes,artist,5.0,average,4,sports,hatchback
465260,female,no,22,no,healthcare,8.0,low,6,sports,suv
462895,male,no,32,no,entertainment,1.0,low,3,commercial,suv
463168,female,yes,36,yes,doctor,7.0,average,2,sports,hatchback
466853,male,no,32,yes,healthcare,1.0,low,3,sports,truck
464840,male,no,18,no,healthcare,0.0,low,4,electric,suv
460135,female,no,31,yes,healthcare,4.0,low,3,sports,truck
464814,male,yes,53,yes,artist,0.0,high,7,electric,suv
464856,female,no,42,yes,engineer,8.0,low,3,electric,sedan
463083,male,no,30,yes,artist,7.0,low,3,sports,suv
461283,male,no,19,no,healthcare,1.0,low,4,sports,suv
466181,male,yes,46,yes,entertainment,1.0,low,2,luxury,hatchback
462465,male,yes,51,yes,engineer,1.0,low,2,sports,truck
464780,female,no,32,no,engineer,1.0,low,9,electric,suv
465385,female,no,46,yes,artist,5.0,low,1,mid-range,truck
464270,female,no,45,yes,artist,3.0,low,1,sports,sedan
467807,male,yes,50,yes,executive,1.0,average,3,sports,truck
466118,female,yes,36,no,engineer,1.0,low,3,electric,sedan
460068,female,no,40,yes,artist,8.0,low,1,sports,truck
460937,male,yes,43,no,artist,1.0,high,9,electric,truck
459550,male,no,19,no,healthcare,8.0,low,5,electric,suv
461539,male,yes,42,no,entertainment,6.0,average,2,mid-range,sedan
464228,male,no,29,yes,healthcare,1.0,low,1,mid-range,suv
461593,female,yes,37,yes,doctor,9.0,average,2,sports,hatchback
461949,female,no,38,no,artist,14.0,low,1,sports,sedan
466171,female,yes,79,yes,lawyer,0.0,low,1,luxury,sedan
462682,male,no,25,no,entertainment,2.0,low,7,sports,suv
463384,female,no,29,no,marketing,1.0,low,5,luxury,suv
460584,female,no,33,yes,homemaker,1.0,low,1,luxury,sedan
459433,male,no,26,no,doctor,1.0,low,4,sports,suv
467452,female,yes,38,yes,artist,9.0,average,2,sports,hatchback
462121,female,no,60,yes,artist,1.0,low,3,sports,hatchback
464890,female,no,33,no,engineer,0.0,low,7,electric,sedan
461172,female,yes,71,yes,lawyer,1.0,low,1,luxury,sedan
461268,female,yes,60,yes,artist,0.0,average,2,electric,truck
465731,female,yes,31,yes,artist,0.0,average,2,electric,sedan
462861,female,no,26,yes,healthcare,8.0,low,1,sports,suv
458989,female,yes,42,yes,engineer,1.0,low,1,sports,truck
463527,female,no,35,no,artist,13.0,low,1,sports,sedan
463293,female,no,20,no,healthcare,1.0,low,3,sports,suv
465166,male,no,25,yes,healthcare,4.0,low,5,electric,suv
460194,female,no,23,no,entertainment,0.0,low,2,mid-range,suv
462711,male,yes,53,yes,artist,0.0,average,5,sports,hatchback
467769,female,no,35,yes,doctor,1.0,low,1,luxury,truck
461898,male,yes,60,yes,executive,5.0,high,3,sports,hatchback
460840,male,yes,86,yes,lawyer,0.0,low,1,sports,sedan
466607,male,no,18,no,marketing,2.0,low,2,luxury,suv
462939,male,yes,38,yes,doctor,0.0,high,4,commercial,sedan
465698,male,no,39,yes,artist,8.0,low,2,luxury,sedan
461240,female,no,45,no,marketing,1.0,low,1,sports,suv
461357,male,no,28,yes,healthcare,0.0,low,4,sports,suv
459512,male,yes,65,yes,lawyer,0.0,high,2,sports,truck
467775,female,no,41,yes,artist,0.0,low,1,commercial,hatchback
462871,male,yes,48,no,entertainment,1.0,average,3,sports,truck
464454,female,yes,52,yes,engineer,7.0,high,4,sports,hatchback
459074,female,no,30,yes,healthcare,0.0,low,4,electric,hatchback
462539,female,yes,77,no,lawyer,1.0,low,1,sports,sedan
460133,female,no,37,no,artist,4.0,low,1,sports,sedan
461780,female,no,65,yes,lawyer,0.0,low,5,sports,sedan
466945,male,yes,61,yes,artist,0.0,average,2,sports,hatchback
463922,female,no,32,no,healthcare,2.0,low,5,economy,hatchback
466328,male,yes,49,yes,artist,0.0,low,3,luxury,hatchback
466195,male,no,19,no,healthcare,1.0,low,4,sports,suv
462300,male,yes,50,yes,artist,1.0,average,3,sports,hatchback
460412,female,no,31,no,healthcare,0.0,low,5,mid-range,suv
467823,male,yes,45,yes,doctor,6.0,average,2,sports,hatchback
467726,male,yes,82,yes,lawyer,0.0,high,2,sports,hatchback
460134,male,yes,39,yes,entertainment,9.0,high,3,sports,suv
463237,male,no,20,no,healthcare,1.0,low,5,sports,suv
466770,female,yes,85,yes,lawyer,0.0,low,5,sports,hatchback
464198,male,yes,49,yes,entertainment,1.0,low,2,sports,sedan
459344,female,yes,76,yes,artist,1.0,high,2,sports,hatchback
464152,male,yes,37,yes,artist,0.0,high,4,sports,truck
464104,male,yes,62,no,artist,0.0,average,3,sports,hatchback
461034,female,no,23,no,marketing,2.0,low,6,luxury,suv
460755,male,no,33,yes,artist,0.0,low,1,sports,suv
465019,male,yes,53,yes,artist,0.0,low,3,sports,sedan
460060,male,yes,28,no,engineer,6.0,average,2,electric,sedan
465739,female,no,87,no,lawyer,1.0,low,2,sports,sedan
461695,female,yes,45,yes,artist,3.0,average,2,sports,sedan
466297,female,no,21,no,healthcare,1.0,low,4,electric,suv
465544,female,no,51,yes,artist,0.0,low,1,luxury,sedan
466207,female,yes,37,yes,doctor,9.0,average,4,mid-range,hatchback
462397,male,yes,49,yes,artist,1.0,average,4,sports,hatchback
460014,female,no,66,no,entertainment,2.0,low,3,sports,suv
460202,male,yes,42,yes,entertainment,1.0,low,2,sports,suv
459834,male,yes,45,no,doctor,1.0,average,3,sports,truck
460048,male,no,47,yes,doctor,1.0,low,1,sports,truck
464546,female,yes,38,yes,engineer,8.0,low,3,sports,sedan
467737,female,yes,51,yes,entertainment,7.0,average,2,sports,sedan
463936,male,yes,32,no,entertainment,1.0,average,2,sports,truck
467784,female,yes,45,yes,artist,9.0,low,1,commercial,hatchback
467067,female,no,32,no,healthcare,0.0,low,4,sports,hatchback
465661,male,no,59,yes,entertainment,1.0,low,1,sports,hatchback
463745,male,yes,62,yes,artist,1.0,average,3,luxury,sedan
466706,male,yes,67,yes,lawyer,0.0,low,2,sports,hatchback
467816,female,no,73,yes,artist,0.0,low,1,sports,hatchback
466418,male,yes,85,no,lawyer,0.0,low,1,electric,suv
467882,female,no,40,yes,artist,0.0,low,1,sports,truck
465498,male,yes,41,yes,engineer,9.0,average,2,mid-range,sedan
461070,male,yes,46,yes,doctor,0.0,low,3,luxury,suv
467403,female,yes,38,yes,artist,7.0,average,3,electric,truck
464382,female,yes,55,yes,artist,1.0,average,4,sports,hatchback
465449,female,no,43,yes,artist,9.0,low,2,sports,truck
465190,female,yes,48,yes,artist,1.0,high,4,sports,hatchback
467310,female,yes,88,yes,lawyer,0.0,high,3,sports,truck
463131,male,yes,66,no,entertainment,1.0,high,2,sports,sedan
467301,female,yes,73,no,lawyer,1.0,low,2,sports,truck
466202,male,yes,49,yes,artist,9.0,average,2,sports,hatchback
459945,male,yes,48,yes,artist,0.0,low,2,sports,hatchback
465187,female,yes,39,no,doctor,0.0,average,4,electric,hatchback
460253,male,yes,52,yes,artist,4.0,average,2,sports,truck
463216,male,no,30,yes,artist,8.0,low,1,sports,sedan
465615,male,yes,61,yes,artist,3.0,average,2,sports,hatchback
462055,male,no,33,yes,healthcare,0.0,low,7,electric,sedan
465234,male,yes,68,yes,artist,0.0,low,1,sports,hatchback
460720,female,yes,48,yes,artist,1.0,average,2,sports,truck
467582,male,yes,39,yes,executive,0.0,high,3,mid-range,truck
466046,female,yes,36,no,entertainment,1.0,average,2,electric,sedan
467622,male,yes,76,yes,lawyer,1.0,high,2,sports,hatchback
462664,male,yes,69,no,artist,2.0,low,2,sports,sedan
461731,male,yes,79,no,entertainment,0.0,low,1,sports,truck
459061,female,yes,39,yes,healthcare,9.0,high,3,sports,sedan
461396,male,no,23,no,doctor,0.0,low,5,sports,truck
464900,male,yes,71,no,lawyer,1.0,low,2,electric,suv
463445,male,yes,48,yes,artist,0.0,average,3,sports,sedan
463824,female,yes,37,no,artist,1.0,low,3,sports,truck
459451,female,yes,46,yes,artist,0.0,low,2,sports,hatchback
463674,female,no,25,yes,engineer,0.0,low,7,electric,hatchback
460119,male,no,26,yes,healthcare,0.0,low,4,sports,suv
465227,male,no,23,no,healthcare,6.0,low,3,sports,suv
467610,female,yes,84,yes,lawyer,2.0,low,1,sports,truck
465159,male,yes,57,no,entertainment,0.0,low,1,sports,sedan
465956,male,yes,39,yes,entertainment,4.0,average,4,sports,sedan
462422,male,yes,71,yes,lawyer,1.0,low,2,sports,sedan
466266,male,yes,48,yes,artist,1.0,low,3,luxury,hatchback
464573,female,yes,39,yes,artist,7.0,average,3,sports,truck
463306,female,yes,60,yes,engineer,1.0,high,4,luxury,truck
462065,female,no,43,yes,homemaker,14.0,low,1,sports,suv
463456,male,yes,46,no,entertainment,1.0,high,3,sports,truck
459779,female,yes,62,yes,entertainment,1.0,low,1,sports,sedan
466663,male,no,57,yes,doctor,0.0,low,1,luxury,sedan
464504,male,no,29,yes,healthcare,0.0,low,4,sports,suv
465262,male,yes,60,yes,entertainment,7.0,average,4,mid-range,truck
466205,female,yes,58,yes,artist,6.0,low,1,sports,hatchback
464128,male,yes,52,no,entertainment,0.0,average,4,hybrid,truck
460482,female,yes,30,no,homemaker,9.0,low,3,luxury,truck
466055,male,yes,52,yes,entertainment,1.0,average,3,electric,truck
465511,male,yes,31,yes,artist,0.0,average,2,sports,sedan
467527,male,yes,62,yes,artist,2.0,average,4,sports,truck
460927,male,yes,38,yes,healthcare,1.0,high,4,luxury,suv
464172,male,yes,60,yes,artist,3.0,high,3,sports,truck
461442,male,yes,47,yes,artist,1.0,average,6,mid-range,hatchback
459851,male,no,53,yes,artist,3.0,low,1,sports,truck
466179,male,yes,71,no,lawyer,0.0,low,1,sports,truck
459019,male,yes,45,no,executive,10.0,high,3,sports,hatchback
463274,male,yes,58,yes,artist,7.0,low,1,luxury,truck
459606,male,yes,38,yes,artist,1.0,average,3,sports,hatchback
467418,male,yes,49,yes,artist,1.0,average,4,sports,hatchback
461547,male,no,70,no,entertainment,0.0,low,1,sports,truck
460811,female,yes,52,no,engineer,1.0,high,2,sports,sedan
463891,male,yes,75,yes,lawyer,1.0,low,1,sports,sedan
467534,male,yes,48,no,entertainment,5.0,average,2,mid-range,hatchback
462748,male,yes,51,yes,artist,1.0,low,3,sports,hatchback
459380,male,yes,62,yes,artist,1.0,low,1,sports,sedan
466783,female,no,43,yes,healthcare,0.0,low,6,luxury,sedan
461134,male,yes,32,yes,doctor,0.0,low,3,sports,suv
465741,female,yes,43,yes,healthcare,9.0,low,2,sports,hatchback
464785,male,yes,35,no,doctor,5.0,low,4,electric,sedan
464902,female,yes,68,no,lawyer,0.0,low,1,electric,suv
464271,female,yes,36,yes,artist,0.0,average,3,mid-range,hatchback
467408,male,yes,47,yes,artist,0.0,average,4,sports,sedan
461822,male,yes,37,yes,artist,9.0,high,2,sports,hatchback
459378,male,no,20,no,healthcare,1.0,low,4,sports,suv
463818,female,yes,40,yes,artist,2.0,low,1,sports,truck
460644,female,yes,40,yes,homemaker,2.0,average,2,luxury,hatchback
466743,male,no,26,no,entertainment,1.0,low,2,sports,sedan
464212,female,yes,56,yes,marketing,0.0,average,2,sports,hatchback
463709,male,yes,35,yes,artist,1.0,high,2,sports,sedan
466145,male,yes,56,no,entertainment,1.0,average,3,sports,hatchback
465679,male,yes,47,yes,healthcare,1.0,low,2,electric,suv
